,IDSong,F0525,F1152,ORIGINAL-TEXTURE-Musical Layers (Mean),F1166,F0133,F0136,F0507,ORIGINAL-TEXTURE-Musical Layers (Std),F0404,ORIGINAL-EXPRESSIVE_TECHNIQUES-Tremolo Notes in Cents (Mean),F0945,F1151,F1497,F0529,ORIGINAL-TEXTURE-State Transitions ML1 -> ML0 (Per Sec),F0151,F1194,F0121,F0927,ORIGINAL-EXPRESSIVE_TECHNIQUES-Vibrato Extent (Std),ORIGINAL-EXPRESSIVE_TECHNIQUES-Tremolo Higher Notes Coverage (C4+),F0438,F1489,F0247,F0021,F0246,F1089,F0469,ORIGINAL-EXPRESSIVE_TECHNIQUES-Tremolo Notes in Cents (Max),ORIGINAL-EXPRESSIVE_TECHNIQUES-Vibrato Rate (Kurtosis),F0772,ORIGINAL-EXPRESSIVE_TECHNIQUES-Vibrato Base Freq (Kurtosis),ORIGINAL-EXPRESSIVE_TECHNIQUES-Vibrato to Non Vibrato Notes Ratio,F0909,F1071,F0466,F1077,ORIGINAL-EXPRESSIVE_TECHNIQUES-Vibrato Base Freq (Min),F0010,ORIGINAL-EXPRESSIVE_TECHNIQUES-Vibrato Length (Kurtosis),F0437,F0013,F0526,VOICE-TEXTURE-State Transitions ML0 -> ML1 (Per Sec),ORIGINAL-EXPRESSIVE_TECHNIQUES-Vibrato Rate (Std),F0778,ORIGINAL-EXPRESSIVE_TECHNIQUES-Vibrato Base Freq (Std),F0109,F1550,ORIGINAL-EXPRESSIVE_TECHNIQUES-Vibrato Extent (Kurtosis),ORIGINAL-TEXTURE-Musical Layers (Max),F1065,ORIGINAL-TEXTURE-ML1-Monophonic Texture (Percentage),F0946,F1475,F0113,F0753,F1053,F0407,F1059,F0110,ORIGINAL-TEXTURE-State Transitions ML2 -> ML3 (Per Sec),F0770,F1441,ORIGINAL-EXPRESSIVE_TECHNIQUES-Glissando Direction (Up),F0958,F0911,F0406,F0917,ORIGINAL-EXPRESSIVE_TECHNIQUES-Vibrato Length (Skewness),ORIGINAL-EXPRESSIVE_TECHNIQUES-ART-Other Notes Duration (Mean),F0155,F0891,ORIGINAL-TEXTURE-State Transitions ML1 -> ML2 (Per Sec),F1537,ORIGINAL-EXPRESSIVE_TECHNIQUES-Glissando Extent (Std),F0116,F1483,F1096,F0776,ORIGINAL-EXPRESSIVE_TECHNIQUES-Tremolo Notes in Cents (Min),F1419,F1090,F1486,F1469,ORIGINAL-EXPRESSIVE_TECHNIQUES-Vibrato Higher Notes Coverage (C4+),F1455,ORIGINAL-VAT-Probability of Creaky Voice (Skewness),F0897,F0251,F1574,F0011,F0905,F0899,ORIGINAL-EXPRESSIVE_TECHNIQUES-Glissando Length (Std),F0328,F1101,F0782,F0923,ORIGINAL-EXPRESSIVE_TECHNIQUES-Glissando Slope (Std),0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,Class
210,MT0003435704,6.1632,16.303,3.5654,239310,0.80443,4.3586,0.075393,1.5013,0.10349,4717.5,0.34136,18.791,2.0385,10.492,0.16628,0.057523,8.7494,758.88,0.35199,20.978,0.21029,0.97561,0.17923,0.047468,1.8059,0.40994,5.973,0.44753,5047.2,1.9473,0.052841,1.5355,0.22642,0.39986,4.7604,0.09594,5.6285,4722.2,98.561,4.0075,5.218,988.31,1.3833,0.86505,0.97377,0.069519,232.14,0.11507,0.39105,3.046,8,3.9452,0.074517,0.17711,0.088543,0.093698,0.14011,3.7184,1.1321,3.63,1.7723,1.0309,0.32381,0.096138,0.71429,0.16209,0.39571,2.5332,0.24538,1.326,0.48541,0.62665,0.48934,0.63186,0.00018135,100.22,2.2917,0.98481,2.6129,0.39045,3401.9,0.19719,2.5123,1.3744,-1.0193,0.553,0.77201,0.18836,0.47517,0.21584,-0.8817,1.8736,0.26219,0.070041,0.10063,0.8427,6.5318,0.60566,0.25047,621.79,-158.76274,126.38398,13.232867,34.452892,2.5783803,15.573741,-5.5238094,8.559366,-1.955819,13.868695,-9.955082,10.798247,-5.131713,8.691168,-6.763004,5.4858947,-5.393591,5.939243,-1.734076,3.3444884,-2.9089098,3.7838197,-2.5224218,7.22754,2.9247212,8.748008,5.767015,6.106916,-2.681282,2.2488644,1.3409107,1.5308878,-0.5168327,-1.4005715,-2.8078222,-4.266376,-1.3399937,-1.9853293,-1.9236531,-3.510073,Q3
211,MT0003442366,1.2498,38.702,0.59054,2784800,0.20798,1.7771,0.3172,0.68647,0.094538,6281.4,0.56629,36.579,-0.75796,4.1849,0.43233,0.035519,1.81,552.19,0.5756,0.0,0.57368,0.62073,0.047579,0.022792,5.3508,0.45287,3.7498,0.11503,6754.8,0.0,0.039716,0.0,0.0,0.59653,3.2568,0.041019,3.3522,0.0,87.99,0.0,4.9146,763.34,0.92756,1.1978,0.0,0.038804,0.0,0.080029,0.12379,0.0,3,3.0944,0.42375,0.10926,0.16714,0.36659,0.22637,2.804,0.65726,2.8375,-0.61407,0.13302,0.42867,-1.5233,0.0,0.109,-0.31783,2.1196,-0.20361,0.0,0.17415,0.75808,0.6404,0.39907,0.018636,0.0,-0.35129,1.751,1.2932,0.55762,5834.0,0.16485,1.1015,0.71033,-2.4561,0.0,-1.5493,-1.7112,0.60444,0.3819,-1.0927,1.8317,-0.33492,-0.24432,0.0,0.38688,4.4893,0.71084,-0.19801,0.0,7.1055217,73.37556,-37.787807,51.33165,-6.946182,22.926794,-0.8845505,24.282919,1.7966049,15.407918,-5.54713,12.962634,-7.527855,9.800745,-9.905042,6.2675014,-9.450389,6.8172917,-10.384639,3.4433382,-7.781762,4.737992,-5.459196,4.1542115,-4.213433,4.2855067,-2.7693737,0.79987895,-2.1525433,1.8897842,-3.7768264,1.6031271,-3.8357189,1.7191465,-3.1803877,-0.02897338,-3.4541917,0.061949704,-2.8459551,-1.7906088,Q2
212,MT0003454112,6.4815,6.3328,3.1264,214290,0.89996,5.4037,0.11151,1.5281,0.049042,5637.6,0.26233,5.8976,1.9059,11.272,0.033256,0.047457,4.223,475.57,0.22644,14.881,0.25385,1.9372,0.20388,0.071888,0.96983,0.28764,6.9445,0.67099,6303.5,3.1266,0.045331,2.2522,0.36364,0.26252,5.4669,0.067636,7.2575,5093.9,76.103,1.7404,6.2115,470.47,2.2781,0.53234,0.83256,0.06236,356.45,0.14424,0.28037,1.5569,8,5.2422,0.15347,0.18652,0.08268,0.07137,0.17197,4.513,1.2464,4.4448,1.1667,1.1972,0.28756,0.72764,1.0,0.19146,0.71817,2.5283,0.72597,0.51636,0.69928,0.58663,0.47048,0.8314,0.0,0.0,3.5169,0.71962,2.6407,0.42317,5106.1,0.19456,2.7094,1.0253,-0.94143,0.72101,0.86436,-1.7197,0.31892,0.14549,-0.061362,0.65761,0.85659,0.81214,0.0,0.74346,7.0873,0.52538,0.90042,0.0,-238.54471,136.29555,-6.8297176,29.142353,-9.400399,12.898032,-17.594522,-6.0264554,-8.173856,-3.5958238,-14.848984,-1.1631687,-12.517747,1.7970692,-11.503189,0.01098859,-3.5407212,4.2754383,-2.7073977,0.32231343,1.9616296,3.0273244,1.80506,0.9416932,-0.11745577,-5.9764185,-8.635214,-8.132579,1.8568691,-1.6995302,-3.2087939,-6.279832,2.036996,2.6786163,3.2229683,1.2646009,1.625952,-4.1640186,-7.589466,-7.203636,Q4
213,MT0003462877,1.9462,40.405,1.5253,2787300,0.31191,2.3328,0.3426,0.82133,0.1089,6257.6,0.53161,40.379,-0.77206,5.3646,0.39907,0.030277,1.9077,442.61,0.51314,6.3509,0.60528,0.3778,0.058227,0.021954,5.3842,0.45527,4.188,0.27333,7224.5,1.0,0.038104,1.0,0.10526,0.53691,3.791,0.04929,3.8059,4727.2,94.176,1.0,4.0349,648.15,0.93403,1.4639,0.59478,0.033856,835.98,0.077857,0.15277,1.0,4,3.4907,0.47181,0.1369,0.13537,0.28217,0.24874,3.071,0.83667,3.299,-0.69813,1.0309,0.35089,-2.6333,0.66667,0.13038,-0.12303,2.2344,-0.15532,4.8112e-15,0.18866,0.79148,0.58013,2.2947,0.012169,341.05,0.42529,2.5424,1.734,0.54773,5756.2,0.14575,1.4855,0.78744,-3.6937,0.47273,-2.0792,-1.916,0.55042,0.32772,-1.6856,1.1701,-0.10925,-0.19212,0.09018,0.57651,4.5525,0.73346,-0.054185,1961.1,35.06662,73.04782,-35.663303,36.476135,-12.683077,18.028507,-4.5285563,19.46267,-11.331928,12.64738,-10.316102,11.989601,-13.371646,10.315264,-13.884854,6.031502,-15.005353,2.1346054,-9.818387,5.528355,-9.359645,4.4263945,-8.699644,2.940721,-9.189553,0.07456549,-6.3061333,1.4687054,-4.7164235,-0.1498758,-6.333169,1.3171653,-6.0105767,-0.15917628,-4.184492,-0.56458294,-4.3671484,-1.0794835,-3.1946926,1.2386471,Q2
214,MT0003501434,6.5266,19.416,2.2795,397930,1.3009,8.4403,0.084263,1.0254,0.11152,4385.9,0.43922,19.966,2.4332,13.065,0.16628,0.074124,7.6971,867.04,0.4255,18.676,0.031538,1.1399,0.31459,0.049596,1.8728,0.42169,4.9496,0.52599,4893.5,2.5346,0.086898,2.3659,0.16364,0.39462,4.3798,0.079144,4.8046,4111.0,182.35,1.545,5.3347,2257.8,2.0062,1.5305,0.90246,0.082519,200.03,0.1411,0.24479,1.9088,6,3.9937,0.22066,0.17256,0.083849,0.021783,0.14677,3.9545,1.7308,3.8031,0.67494,1.9954,0.22146,-0.27515,0.71429,0.16528,0.31217,4.0131,0.17091,-0.24228,0.49342,0.57714,0.47213,1.7626,0.0066753,72.321,2.3021,1.57,2.2959,0.33331,3602.0,0.23866,2.0738,2.5323,-0.15635,0.10555,-0.1181,-0.45982,0.42845,0.241,-0.72376,4.1636,0.20039,0.28357,0.04132,0.70494,5.1004,0.54165,0.08248,978.32,-155.41078,129.34695,16.706633,30.49016,-2.7073605,12.783512,-1.3238853,4.291921,1.9480469,3.480621,-6.96083,0.84677386,-7.748026,9.9240675,-5.502028,7.8418355,-6.0609555,6.0069556,-4.825356,5.314818,-4.001712,1.3062594,-3.0546393,1.9891459,-3.6174521,2.3794093,-6.6503863,0.19236566,1.0921074,2.747125,1.2145625,-0.48978364,-3.232697,-2.716515,-1.3862513,3.3755338,1.90192,0.43830553,-2.4256988,-2.5874038,Q3
215,MT0003530174,4.7547,15.348,1.4498,906770,1.0162,6.5692,0.19042,0.86488,0.15969,4873.4,0.37859,18.199,3.1704,12.117,0.99768,0.080283,3.5303,922.94,0.42736,18.322,0.40245,2.0127,0.47417,0.044523,1.1705,0.44146,5.7361,0.37157,5978.7,1.5766,0.08087,3.8039,0.25641,0.44787,4.4167,0.11129,4.5943,4900.3,123.71,3.1458,5.4071,1178.8,2.3375,1.6968,0.96676,0.092745,240.83,0.17714,0.23226,2.0903,4,4.2147,0.50058,0.19122,0.28391,0.036033,0.15675,3.4637,1.2491,3.6398,0.10561,1.0974,0.29209,-0.52457,0.5,0.1827,-0.033163,2.9198,-0.16993,1.1163,0.3675,0.50125,0.50289,1.9954,0.0063155,8.4828,3.2155,2.4823,2.7435,0.42614,3396.2,0.27331,2.6526,3.3661,0.54599,0.80295,-0.52262,-0.66258,0.4797,0.26614,-0.73566,1.8079,-0.040359,-0.02742,0.053362,0.71923,6.3229,0.52326,-0.057552,1054.6,-164.69255,109.68535,-10.452501,33.785652,-0.91163325,14.637618,-4.7226315,3.3492458,-15.645704,-2.070306,-14.970488,3.7632744,-11.784023,1.9280832,-7.781851,-0.957925,-7.992781,-5.283268,-9.83312,-0.087095566,-5.295242,0.69459134,-4.996736,-1.8477117,-5.6476817,-1.352951,-3.2767134,2.2579975,1.3077985,1.8845062,-0.5215396,3.206633,1.8924743,0.19336149,-3.3965783,-2.3993058,-0.6050507,-1.7751365,-3.1700373,-1.6629819,Q3
216,MT0003542756,7.6988,-3.5902,1.5039,87819,1.2984,6.0858,0.084753,1.0706,0.064813,4809.6,0.3951,-5.1311,2.7646,12.652,0.90174,0.068673,3.9677,559.62,0.36438,19.625,0.12021,1.784,0.27974,0.087785,0.50382,0.29207,5.5579,0.82791,5273.8,1.7829,0.084928,3.3251,0.18421,0.36283,5.1121,0.069558,4.7388,4505.3,177.59,4.5804,6.5051,1118.9,2.3466,1.1355,0.74212,0.08254,222.52,0.16258,0.31828,1.7609,6,4.3626,0.40946,0.19605,0.082038,0.045295,0.14543,3.8552,1.5825,3.9847,1.5201,1.1355,0.23207,1.041,0.45455,0.21158,0.30483,4.2866,0.13914,1.7934,0.30077,0.51168,0.35362,1.2691,0.00036104,131.33,3.2925,1.1608,3.367,0.33555,4190.2,0.22229,2.5481,1.988,-0.52027,0.29795,1.1353,0.29664,0.37169,0.12877,0.42541,1.2467,0.4058,0.42288,0.094938,0.76426,7.248,0.48241,0.22114,1499.8,-287.55038,153.83339,-14.195709,32.045795,5.2763457,-0.80082613,0.06592831,-9.219787,-13.074082,-0.26864448,-5.086861,-9.1894,-2.8000045,-5.2111335,-0.77719903,-3.663569,-6.100067,-7.005879,-3.492876,-2.2320964,0.35791868,-0.8206948,-1.2327814,3.6458712,1.776335,1.1477466,0.17732373,-1.3520769,-1.2196782,-1.7923555,-5.000639,-2.4310913,-3.3933587,-4.834546,-2.703785,-4.8812127,-4.000157,-1.5666386,-1.2655826,-3.6515727,Q3
217,MT0003546058,1.1502,39.825,1.4643,3178800,0.19664,1.6041,0.34657,0.72954,0.10426,6112.2,0.56012,38.369,-0.74597,3.1242,0.26605,0.021094,1.8252,344.31,0.52474,0.0,0.59586,0.21653,0.03369,0.01876,5.3508,0.46895,3.9402,0.10877,7343.6,0.0,0.022418,0.0,0.035714,0.5704,3.7917,0.044197,3.7878,6034.5,78.038,0.0,4.3899,689.78,0.63391,1.5637,0.0,0.032547,0.0,0.049804,0.16719,0.0,4,3.3481,0.51892,0.11108,0.14219,0.46244,0.23674,2.9393,0.59661,3.0796,-0.40306,0.96442,0.46646,-2.0775,0.0,0.10323,-0.23189,1.8963,-0.33958,0.0,0.16351,0.81225,0.58674,2.3944,0.011902,0.0,-0.083961,2.3148,1.3669,0.61828,5675.0,0.12128,1.2763,0.69082,-2.7358,1.0,-2.3571,-2.971,0.60489,0.40191,-1.3502,1.4929,-0.29375,-0.28208,0.0,0.48052,4.3337,0.7249,-0.2439,0.0,8.792715,61.798397,-32.387386,44.906387,-2.7934206,25.91421,-8.376458,22.273655,-9.690676,11.888359,-9.942259,15.62218,-11.920763,10.79389,-6.9696736,13.321425,-13.364977,3.698896,-11.469699,4.2440233,-14.509066,1.1533022,-8.506044,2.1157887,-6.344526,2.055405,-6.7558312,1.7289064,-3.2901332,-0.056343213,-7.4071608,0.85848683,-4.710691,-1.8242732,-5.67179,-2.613697,-5.242882,-1.7638739,-1.9070349,0.37850162,Q2
218,MT0003570082,7.2176,21.512,2.6185,171450,0.75514,4.4369,0.078245,1.1265,0.056436,4306.6,0.44802,20.061,0.40705,10.305,0.36581,0.047808,3.9535,332.26,0.47957,14.941,0.031442,0.86184,0.21031,0.047545,4.1469,0.41203,5.4448,0.44848,5301.6,2.5975,0.075281,1.2214,0.1,0.414,4.1138,0.06054,4.2533,4774.6,187.78,1.8512,4.888,2642.4,1.5188,1.8299,1.1594,0.047184,264.85,0.094786,0.24358,1.3706,6,5.0503,0.14382,0.15231,0.079357,0.076254,0.14949,3.5898,1.4507,3.6291,1.5641,2.8933,0.24934,-0.92063,0.33333,0.14022,0.21658,3.3433,0.2002,0.35167,0.33669,0.60185,0.53421,1.9954,0.0090144,161.09,0.45987,1.8123,2.2195,0.37274,3404.5,0.1277,2.3671,1.8226,-1.6005,0.50453,-0.020167,-0.090124,0.52383,0.24571,-1.0452,6.0995,0.099328,-0.08483,0.066953,0.67618,5.1358,0.53978,0.44512,1384.0,-82.33032,161.88008,-24.151035,29.660545,-10.118912,19.853275,3.0793679,15.998537,-9.078801,4.9677906,-2.2438622,-2.3849092,-12.121823,-7.315816,-10.176317,-4.7143674,-6.9029493,-1.013994,-1.8007087,-0.36214775,1.4551562,2.1969578,-4.2686453,-4.5945005,1.5157157,-1.5990835,-2.2730153,-6.6276045,-4.650348,-1.4851451,2.2247984,-0.82060236,-2.0199845,-4.6211944,-4.386352,-4.714272,-2.89764,-0.7998244,0.3870893,-0.88293016,Q1
219,MT0003594672,4.8478,18.374,2.9734,530840,0.69728,4.6274,0.11386,1.2772,0.097198,5996.8,0.19604,20.833,0.82485,8.9902,0.033256,0.064214,5.0433,625.43,0.24332,25.916,0.46451,0.98909,0.23137,0.061051,2.9095,0.37827,8.1344,0.33029,6846.4,1.5,0.049725,1.5,0.054545,0.30412,5.9227,0.081947,6.6111,4703.4,96.27,1.5,4.9622,669.24,1.3228,1.2976,1.1776,0.055023,1075.1,0.106,0.31574,1.5,7,5.6191,0.094402,0.16329,0.066371,0.075008,0.17917,4.338,0.9943,4.626,0.31335,3.0595,0.30075,-0.99569,0.57143,0.16804,0.68081,2.3692,0.71259,0.11078,0.5715,0.57149,0.35825,2.0951,0.0041753,89.664,1.3551,1.402,3.5267,0.4679,4173.7,0.18905,3.276,1.866,-0.64541,0.52899,-0.53616,-0.75925,0.31176,0.15944,-1.3135,1.2014,0.60956,0.84592,0.056367,0.65458,9.4317,0.6184,0.89522,1198.4,-127.74846,115.44532,2.3824768,33.014595,-0.3591379,15.261888,-0.5948428,15.413408,-8.133517,11.363914,-5.3527427,12.121423,-7.2877836,11.536782,-9.350031,12.006288,-4.610044,9.216729,-4.0695333,0.058445193,-5.2755194,2.0848618,-8.240476,-4.9941406,-4.208349,3.782489,-3.6800816,5.8114405,1.2468969,-2.265546,-3.606188,2.0410748,-2.9482021,-3.5608063,-4.3440194,-5.2969136,-5.909932,-4.0627513,-3.4665797,-5.7094474,Q1
220,MT0003601752,-0.42786,21.352,2.1768,2191200,0.27147,2.3048,0.35123,0.88321,0.097982,7296.8,0.12296,8.6471,1.1169,6.1047,0.10019,0.054967,1.1229,467.84,0.098535,9.9743,0.35281,0.53067,0.095445,0.054882,3.6611,0.39593,9.9553,0.27744,7916.5,1.0,0.067594,1.0,0.090909,0.35704,8.2082,0.036622,7.7841,6013.0,113.1,1.0,4.7216,1159.4,1.6549,0.50094,0.87234,0.067061,0.56796,0.12107,0.21806,1.0,5,6.5188,0.19891,0.15518,0.094364,0.19556,0.28586,3.7119,1.509,4.6875,-0.54191,1.2023,0.34808,-2.0469,0.0,0.15485,0.34354,3.0826,0.60112,1.9519e-16,1.3941,0.6598,0.53649,1.5029,0.0028164,0.0,0.72198,1.3124,4.8366,0.5036,6908.8,0.18212,3.8401,0.8386,-0.75483,0.28116,-2.2462,-0.94556,0.43966,0.20019,-1.4045,1.9026,0.29537,0.31442,0.0,0.75914,11.686,0.63272,1.7315,0.0,-160.40947,74.519516,-34.6922,59.48086,-34.87907,52.300026,-22.768698,36.215946,-3.1473558,24.706293,-8.871114,-3.890996,2.66473,-9.008916,11.762912,-4.16129,15.821766,-12.008068,7.993741,-3.3469386,3.0517817,-10.827679,2.7675521,8.855943,7.6635056,6.5782423,-3.7522106,8.372014,-3.6302817,5.843053,-6.401545,8.96785,-2.066544,1.9750072,1.4652237,-0.43956667,0.5315929,-5.5799737,5.4748263,-2.2493777,Q3
221,MT0003603772,3.2253,30.969,1.878,2484400,0.6333,3.6306,0.29303,0.93658,0.285,5371.9,0.44684,31.831,2.2126,8.8535,0.53209,0.066303,3.7763,1029.4,0.39184,13.04,0.46367,0.67534,0.19498,0.052441,2.1069,0.4252,4.8148,0.31484,6396.7,2.0822,0.056582,2.2188,0.22642,0.38123,4.6445,0.063056,4.81,4750.2,187.94,1.5252,5.0646,1858.0,1.5409,1.8965,0.91991,0.058306,321.44,0.15124,0.29845,1.516,5,4.1304,0.28494,0.16712,0.073383,0.11219,0.16922,3.6585,1.3668,3.7081,-0.067322,2.2947,0.32701,-0.57659,0.2,0.18555,0.36288,4.0999,0.2506,-0.09203,0.30722,0.55524,0.4615,2.5274,0.0084681,85.745,1.8799,2.4196,1.9333,0.46357,4813.3,0.28049,1.8857,1.436,-0.55104,0.77106,-0.75636,-0.3257,0.40092,0.16705,-0.77151,2.8267,0.19016,0.34393,0.032684,0.74953,5.669,0.68925,0.25543,1805.1,-82.45673,63.334404,6.5375724,31.051128,-5.605045,9.702363,-6.486468,12.885933,-10.190411,14.397943,-16.520853,4.826054,-9.941241,6.7589107,-9.609339,7.4547734,-11.323078,6.06258,-8.398608,6.137041,-1.3595234,10.293587,-4.804651,4.785016,-5.043881,-0.38728365,-4.4429674,2.0200071,-4.5277824,-0.036336184,-2.7584426,5.696464,0.21502869,-0.8228572,-6.047369,-4.3229513,-4.5352473,-0.25405133,0.59394675,4.05464,Q1
222,MT0003639120,3.1735,31.053,1.6193,819040,0.31582,2.6922,0.13987,0.72674,0.12404,5654.8,0.50479,28.132,-0.48908,7.1154,0.19954,0.039954,4.0032,461.98,0.44215,0.0,0.34716,0.50347,0.13166,0.025957,4.3141,0.44423,4.495,0.28314,6692.3,0.0,0.044938,0.0,0.0,0.49688,4.3747,0.076005,4.3397,0.0,82.017,0.0,5.0828,656.68,0.85868,1.098,0.0,0.031547,0.0,0.078405,0.24223,0.0,4,3.9592,0.45521,0.13604,0.098349,0.19265,0.17575,3.3091,0.71893,3.4564,-0.24406,1.1307,0.38638,-1.7552,0.0,0.10668,-0.019458,1.9504,-0.052295,0.0,0.33669,0.63707,0.47447,2.2614,0.010959,0.0,0.90045,1.8087,1.6932,0.50986,4007.7,0.13445,1.6836,1.3949,-2.3917,0.0,-1.8278,-1.563,0.45729,0.34936,-1.164,1.0253,-0.18655,0.19114,0.0,0.65348,4.322,0.6809,-0.056488,0.0,-62.431324,99.18734,-21.63126,46.47058,-4.2470083,26.309578,-7.756552,21.168407,-3.901364,21.867134,1.1154062,5.6684422,-8.963479,9.290927,-8.627901,2.1907487,-6.960432,5.4363046,-3.425052,3.608552,-0.96854883,4.2717338,-7.6014886,-3.7355928,-6.4534636,0.1279095,-2.6241198,-1.6704286,-3.5587234,2.876914,-2.5619211,-2.2839377,-4.008417,-3.9354436,-2.5216498,-2.6956952,-2.2850404,-1.2348955,-0.80926377,-2.057251,Q2
223,MT0003669917,3.6326,35.537,1.8264,1798900,0.48803,2.7473,0.2241,0.93225,0.16563,5090.6,0.51958,34.901,-0.10263,7.9494,0.33256,0.04423,3.4971,705.87,0.51006,13.036,0.27469,0.68568,0.13251,0.027987,2.8426,0.45926,4.3794,0.30496,6175.8,2.0,0.056295,1.8035,0.085106,0.53846,3.9095,0.055702,3.8127,4466.1,103.03,2.1317,4.6312,1035.8,1.2178,0.93159,1.0902,0.052326,242.54,0.11388,0.18962,1.5298,5,3.8313,0.33784,0.14473,0.10072,0.19785,0.17819,3.0691,1.048,3.4613,0.023398,1.0309,0.35655,-1.2932,0.22222,0.13073,-0.15018,2.5111,-0.095767,0.83099,0.43895,0.73037,0.56189,1.6961,0.0078533,157.93,1.0298,1.9576,1.8514,0.44899,4156.6,0.2038,1.9264,1.2215,-1.6287,0.38339,-0.72505,-0.61876,0.54824,0.32866,-1.1402,2.6132,-0.16778,-0.1529,0.068998,0.70921,4.5953,0.68251,-0.22193,2255.7,-23.358707,87.59678,-5.160359,34.949875,-10.6907425,19.58181,-14.995931,11.516463,-14.591499,12.210105,-10.011903,11.155824,-10.248923,7.173213,-9.782233,7.561111,-9.836885,5.1484675,-7.7641063,1.8791287,-9.826152,-0.023335507,-7.7331443,1.4254391,-5.6739254,-0.29850286,-5.786458,1.8543271,-3.8835175,1.7575636,-4.760428,-0.49498492,-3.974944,1.6811578,-1.454465,0.33354357,-3.0372534,-2.5944676,-2.6115615,-0.61738586,Q1
224,MT0003710207,4.7813,24.284,1.8604,683030,0.52255,2.96,0.11706,1.0502,0.12002,5203.4,0.39888,24.687,1.4421,9.4929,0.56535,0.059456,6.7307,734.91,0.3873,19.703,0.36133,1.1084,0.24932,0.067447,2.3744,0.38486,5.8815,0.41275,6087.9,2.5146,0.086508,1.9064,0.20408,0.32816,4.7168,0.086092,4.8182,4608.7,111.81,1.8667,5.4962,965.61,1.5856,1.1645,0.94184,0.052083,545.25,0.12895,0.2877,2.855,7,4.4382,0.39865,0.19312,0.072548,0.1485,0.16437,4.2718,1.1876,4.275,1.031,0.99768,0.24593,0.015193,0.9,0.17879,0.51971,2.8219,0.29,-0.2721,0.5151,0.63405,0.37712,1.6961,0.0064721,159.45,1.3735,1.3438,2.6531,0.36279,4442.4,0.20768,2.7808,1.8482,-0.81991,0.70583,0.10472,-0.026927,0.38112,0.1935,-0.67437,1.4024,0.53416,0.33134,0.10854,0.7686,6.1728,0.69838,0.13573,794.49,-138.46313,89.28532,17.638992,29.920631,-15.114876,11.19354,-5.576326,9.648698,-19.675375,8.867214,-17.64865,6.0166187,-15.637043,5.611554,-10.604083,4.6079397,-11.4439125,-2.7024877,-14.91122,-5.111685,-12.382463,-0.12424741,0.18460444,7.0972896,-4.9815693,-0.5943653,-5.675214,-0.8644261,-7.261795,-1.0327885,-2.4574132,1.5795156,-4.834227,-4.7766724,-6.5822086,-6.20219,-5.9006085,-4.557734,-5.304209,-9.357395,Q4
225,MT0003724610,2.6708,35.509,0.96776,1763600,0.52972,3.7055,0.33009,0.80013,0.29654,6078.4,0.52976,34.541,0.9089,8.1693,1.4965,0.068796,3.8474,761.14,0.5183,6.747,0.60639,0.57125,0.12626,0.036802,4.4813,0.44962,4.1165,0.36253,6781.6,2.3333,0.056206,2.2969,0.13793,0.56502,3.7888,0.063822,3.6999,4312.6,216.94,2.0709,5.0416,3021.9,1.4861,1.6636,0.16823,0.051653,138.82,0.15177,0.13585,1.7214,4,3.4395,0.45869,0.13278,0.1208,0.13284,0.18734,2.9305,1.3281,3.097,0.27,0.2993,0.29806,-0.43141,0.5,0.124,-0.33015,4.0984,-0.22297,0.81548,0.19582,0.57303,0.55326,1.6628,0.010233,9.1953,1.0109,2.7222,1.753,0.51193,4917.7,0.26564,1.4877,1.3576,-1.2375,0.0,-0.57618,-1.0511,0.55594,0.30882,-0.662,5.8287,-0.23683,-0.21153,0.012314,0.56412,4.2859,0.63181,-0.1973,593.76,-32.01886,77.81121,-11.726821,33.12968,-6.883033,24.396456,-10.530609,18.53074,-11.046048,17.673563,-6.3998265,11.511548,-6.9512353,11.595025,-4.117151,11.01099,-4.4800444,9.431459,-3.7884283,7.1151757,-3.8995593,5.238552,-1.2430714,6.3699822,-1.1526703,4.2336082,-1.2323211,3.0750039,-2.1266673,2.4382994,-2.405237,1.1398396,0.31115395,4.774804,3.2051055,4.3613667,1.044551,0.5148741,-1.2589954,-1.7852064,Q1
